# t,x,y,z,vx,vy,vz,ax,ay,az
3.840000,-0.243916,4.932763,0.000000,-0.253873,2.560780,0.000000,-0.131795,-0.013066,0.000000
3.860000,-0.249020,4.983976,0.000000,-0.257838,2.573784,0.000000,-0.133150,-0.013339,0.000000
3.880000,-0.254204,5.035449,0.000000,-0.261843,2.586781,0.000000,-0.134513,-0.013616,0.000000
3.900000,-0.259467,5.087182,0.000000,-0.265890,2.599772,0.000000,-0.135881,-0.013897,0.000000
3.920000,-0.264812,5.139175,0.000000,-0.269978,2.612755,0.000000,-0.137257,-0.014183,0.000000
3.940000,-0.270239,5.191427,0.000000,-0.274107,2.625731,0.000000,-0.138639,-0.014473,0.000000
3.960000,-0.275749,5.243939,0.000000,-0.278278,2.638700,0.000000,-0.140027,-0.014767,0.000000
3.980000,-0.281343,5.296710,0.000000,-0.282491,2.651662,0.000000,-0.141422,-0.015066,0.000000
4.000000,-0.287021,5.349740,0.000000,-0.286746,2.664616,0.000000,-0.142823,-0.015370,0.000000
4.020000,-0.292784,5.403029,0.000000,-0.291043,2.677562,0.000000,-0.144231,-0.015678,0.000000
4.040000,-0.298634,5.456577,0.000000,-0.295383,2.690501,0.000000,-0.145646,-0.015990,0.000000
4.060000,-0.304571,5.510384,0.000000,-0.299765,2.703431,0.000000,-0.147067,-0.016307,0.000000
4.080000,-0.310596,5.564449,0.000000,-0.304190,2.716354,0.000000,-0.148494,-0.016629,0.000000
4.100000,-0.316709,5.618773,0.000000,-0.308658,2.729269,0.000000,-0.149928,-0.016956,0.000000
4.120000,-0.322912,5.673355,0.000000,-0.313169,2.742175,0.000000,-0.151368,-0.017287,0.000000
4.140000,-0.329206,5.728195,0.000000,-0.317724,2.755073,0.000000,-0.152815,-0.017623,0.000000
4.160000,-0.335591,5.783293,0.000000,-0.322322,2.767963,0.000000,-0.154268,-0.017964,0.000000
4.180000,-0.342068,5.838649,0.000000,-0.326964,2.780844,0.000000,-0.155727,-0.018310,0.000000
4.200000,-0.348639,5.894262,0.000000,-0.331650,2.793717,0.000000,-0.157193,-0.018661,0.000000
4.220000,-0.355303,5.950132,0.000000,-0.336381,2.806580,0.000000,-0.158665,-0.019017,0.000000
4.240000,-0.362063,6.006260,0.000000,-0.341156,2.819435,0.000000,-0.160144,-0.019378,0.000000
4.260000,-0.368918,6.062645,0.000000,-0.345975,2.832280,0.000000,-0.161629,-0.019744,0.000000
4.280000,-0.375869,6.119287,0.000000,-0.350839,2.845117,0.000000,-0.163120,-0.020115,0.000000
4.300000,-0.382919,6.176185,0.000000,-0.355748,2.857944,0.000000,-0.164618,-0.020491,0.000000
4.320000,-0.390067,6.233340,0.000000,-0.360703,2.870761,0.000000,-0.166121,-0.020873,0.000000
4.340000,-0.397314,6.290751,0.000000,-0.365702,2.883569,0.000000,-0.167632,-0.021259,0.000000
4.360000,-0.404662,6.348418,0.000000,-0.370748,2.896368,0.000000,-0.169148,-0.021652,0.000000
